0, 9999.99785835, 9999.99785835, 9999.99785835, 9999.99785835
1, 9999.53648306972, 10000.115620286915, 10000.19525165428, 10000.035988919552
2, 9999.682277062719, 10000.014304874918, 9999.641186937086, 10000.539979643845
3, 9999.860879623968, 10000.012463224917, 9999.523467152656, 10000.498811949035
4, 10000.036830740019, 10000.010621574917, 9999.279972471675, 10000.740164980016
5, 10000.227187324392, 10000.010621574917, 9998.91199856969, 10001.001203481432
6, 10000.226865495675, 9999.938344750248, 9998.690672110546, 10001.093395218943
7, 9999.929998822578, 9999.963719929392, 9998.911088410785, 10000.93503600865
8, 9999.916139388895, 10000.108893359089, 9998.145935794937, 10001.740076459224
9, 10000.097018820054, 10000.108893359089, 9998.003692232223, 10001.85253500964
10, 10000.127664307602, 10000.041976264676, 9997.784333603498, 10001.76732493111
11, 9999.796632383961, 10000.070636564065, 9997.405973755773, 10001.937969002747
12, 9999.720708598934, 10000.292927330398, 9997.442641178912, 10001.907690302112
13, 9999.92288993693, 10000.292927330398, 9997.172651785642, 10002.175538045381
14, 9999.964953916731, 10000.234502255349, 9997.212071316631, 10002.311999383595
15, 9999.703483346166, 10000.25799620949, 9997.49678275175, 10001.752371486255
16, 9999.667347908528, 10000.460107916597, 9997.463417629748, 10001.724546995527
17, 9999.892163568224, 10000.460107916597, 9996.65962299124, 10002.526199984035
18, 9999.92500518054, 10000.388998220358, 9996.89387026388, 10002.535945419211
19, 9999.562855028746, 10000.422765601154, 9997.114598701733, 10002.318607137518
20, 9999.47269022322, 10000.688966180689, 9996.777159955553, 10002.337533776401
21, 9999.698089170162, 10000.688966180689, 9996.579856712739, 10002.532695369215
