0, 0, 0, 0, 0
1, 0, 40, 40, 0
2, 0, 30, 45, 43
3, 0, 25, 0, 115
4, 5, 0, 0, 129
5, 0, 0, 0, 80
6, 2, 0, 0, 102
7, 10, 2, 0, 104
8, 0, 0, 0, 135
9, 0, 0, 0, 103
10, 0, 0, 0, 21
11, 0, 0, 0, 67
12, 0, 0, 0, 73
13, 0, 0, 0, 133
14, 0, 0, 0, 139
15, 0, 0, 0, 87
16, 0, 0, 0, 109
17, 0, 0, 0, 155
18, 0, 0, 0, 195
19, 0, 0, 0, 117
20, 0, 0, 0, 150
21, 0, 0, 0, 154
22, 0, 0, 0, 233
23, 0, 0, 0, 157
24, 0, 0, 0, 117
25, 0, 0, 0, 178
26, 0, 0, 0, 202
27, 0, 0, 0, 222
28, 0, 0, 0, 142
29, 0, 0, 0, 208
30, 0, 0, 0, 248
31, 0, 0, 0, 296
32, 0, 0, 0, 193
33, 0, 0, 0, 223
34, 0, 0, 0, 266
35, 0, 0, 0, 328
36, 0, 0, 0, 150
37, 0, 0, 0, 45
